id,optical_flow_mean,optical_flow_std,video_warmc,video_heavyl,video_activep,video_hards,video_darkProportion,video_lightPropertion,video_saturation,video_color_energy,video_color_std
1-294113-000033-000043,0.0008798792259767652,0.08288553357124329,-0.3003914833304246,3.430816872427984,1.682120653717359,-4.001507661394033,0.4953395061728395,0.16790123456790124,115.47010288065844,18.793289676741406,6050548.414269443
1-294113-000045-000055,0.017668306827545166,0.5508903861045837,-0.3400488358819346,2.4831136831275717,1.849882137127952,-2.9030783275462966,0.6463271604938272,0.07201646090534979,151.3227469135803,73.44221726339727,3524465.079051571
1-3045957-000149-000159,0.044358640909194946,0.48194339871406555,-0.3588375656045652,3.2849540798611105,1.5156139396943173,0.06271113679108724,0.6497656249999999,0.1729184027777778,122.6244045138889,3.065016236150345,137972648.6291362
1-3138116-000024-000034,0.0038477324414998293,0.7186068892478943,-0.46509858025634593,2.7160073456790133,1.4326357614677392,4.815663906153548,0.9381697530864198,0.01616296296296297,33.54275401234568,,24916555.201489195
1-3201662-000035-000045,0.17964597046375275,0.9691041111946106,-0.36425980870553887,2.5075695301783267,1.6098958088886943,0.3769978413816007,0.6594993141289437,0.10726808984910835,115.66443415637859,2.9536344883568924,213170877.79726636
1-3545880-000004-000014,0.003929290920495987,0.17758852243423462,-0.34273589500805074,3.1538613750812217,1.541173313175973,-1.010901612121305,0.6040428037686809,0.18764416829109806,105.263113222872,1.874065095352984,365557199.2616256
1-4269607-000002-000012,0.005014350172132254,2.523088216781616,-0.39995505107129525,3.308137570730453,1.5283325219588375,1.231765899080503,0.5692145704732511,0.13774948559670783,78.32154996141975,,223463281.3205186
10-1166727-000316-000340,0.0003746030852198601,0.11598445475101471,-0.32508618075439333,3.4070874855324074,2.1231197475764336,-1.7784894162326392,0.5564377893518518,0.029245659722222223,127.04201417824076,6.194920229071296,33792458.54707603
10-1571634-000010-000016,7.520815188399865e-07,0.005898359231650829,-0.48519971727430017,2.9291234859496122,1.3614934684844988,6.759039343734857,0.4623873546511628,0.39734375,6.87874031007752,,408033.94955922227
10-1745126-000025-000033,0.03363921493291855,1.627457618713379,-0.3566757906780917,3.3686540137189476,1.5028795116238967,-3.5500347489687614,0.34745921394141643,0.3108055246570263,58.92125231738968,2.6544845569022764,71967858.48375583
10-1987320-000015-000020,3.018109850927431e-08,0.0025318502448499203,-0.4690210580819159,3.3560342592592587,1.1329369037173358,5.453382462545011,0.0,0.9869681069958848,5.891174897119341,1.045365403829089,2132106.902060849
10-2041535-000001-000009,0.0005197139689698815,0.14103752374649048,-0.48891678087469226,3.103138715277777,1.3232896499282714,7.0589831174045115,0.7495972222222222,0.03407552083333333,4.750135416666668,,21102930.616445404
10-2041535-000044-000052,0.0140340281650424,0.7479121088981628,-0.35016970992728585,2.544389409722222,1.761897630670197,-0.7616395730251744,0.7261710069444445,0.06323177083333333,131.96479947916666,7.863575901624761,17374541.947352808
10-2147587-000128-000140,0.0003050119266845286,0.28721901774406433,-0.44599578866943757,2.7589447105151126,1.5147607849840168,0.3657398135676077,0.9018177948063004,0.02669220945083014,89.07387904427415,6.045667545426872,3957395.502274087
10-2147587-000153-000200,0.0051565817557275295,0.2791687250137329,-0.3672640428114176,2.185035629992737,1.5939763106476539,-0.23669172042370257,0.6819680464778505,0.023308823529411764,94.86058415032679,3.3231242122308835,3187088.116466347
10-2147587-000234-000259,0.001042315736413002,0.6616125106811523,-0.41836669819122657,2.489603150720165,1.5591159538550134,0.7038519032118046,0.9102510288065843,0.013104038065843628,97.8828085133745,8.330478260246691,4028932.7876358274
10-2384563-000033-000100,0.46235841512680054,2.313215970993042,-0.3738537061097984,2.2500799278846153,1.8950207555937433,-2.491308905498798,0.7310427350427349,0.05725961538461539,61.427815705128225,4.941773736324599,17563068.097254366
10-2530557-000111-000116,1.1227447986602783,1.3392525911331177,-0.3331229979808219,3.3186775878442543,1.8036249353865623,-2.183106333095917,0.3708855650522317,0.1619301994301994,77.12939696106363,,163005292.98585117
10-2530557-000116-000124,0.014132718555629253,0.5013126134872437,-0.3825636921771803,2.697953703703704,1.6148847639658306,0.1735116560570978,0.695462962962963,0.08071759259259259,102.32594907407406,2.73809927524043,46543498.28825462
10-2530557-000130-000149,0.7970629334449768,0.7784401178359985,-0.39133609796265184,2.4831097286522623,1.8680813863587409,-1.0920947054639283,0.7179378858024689,0.039187242798353915,75.67174639917694,2.7341460401324937,49615792.100327246
10-2670029-000107-000156,0.3912064731121063,4.662262439727783,-0.4120807045990215,3.200870787538895,1.6943058305547682,-0.9296564337070605,0.6046266812205158,0.12706583107497738,48.06201790374385,1.9902628824452122,112836749.21350911
10-2670029-000210-000221,0.22055844962596893,0.6746912002563477,-0.3900059368490751,2.6116927221119934,1.744136796569365,-0.15587308313009887,0.815069995590829,0.03288910934744267,77.86114666005291,3.470124892055864,36609187.99425753
10-2830981-000009-000025,0.005771960131824017,0.3829825520515442,-0.4479334511031983,2.7544839409722233,1.606183661645397,1.624826800612461,0.7304484953703705,0.08841724537037036,37.815228587962956,1.8603594361977975,91542769.94548576
10-2958806-000045-000056,0.48333805799484253,1.0461666584014893,-0.27911445230531184,5.230366415895061,1.0257202970998482,-5.073155961050026,0.09493762860082307,0.6580317644032921,61.8952617026749,8.922680522802848,16437741.374857685
10-3061678-000201-000236,0.8003725409507751,2.5157113075256348,-0.30232460013968165,2.688399005869709,2.1074528990653327,-3.5773415391710066,0.5745333167989417,0.06402054398148148,128.6491362847222,3.3215262641305436,41168567.144763984
10-3254533-000001-000023,0.019047033041715622,0.9659894704818726,-0.26388597086544224,5.540597439674523,0.8754509154725633,-5.330509316954264,0.1201631593714927,0.6580620089786756,74.47786630190797,6.65275186735465,29572963.586959153
10-3288200-000029-000034,0.05562758818268776,0.5825887322425842,-0.36133079032840254,3.3326008680555557,1.8416727614484065,-0.2947721636284732,0.572724537037037,0.12575810185185185,92.25611111111111,2.7900602774490606,76869780.51188262
10-3389074-000007-000025,0.03129298612475395,0.9570231437683105,-0.39756654980403633,2.394747339113794,1.6115901119504967,-0.11683891508314415,0.878499965475063,0.01474276455965909,124.73690148555866,3.698489902736303,16248471.915650887
10-3389074-000235-000245,0.00428224541246891,0.291817307472229,-0.4120380572545281,2.3206635651765044,1.5839932028990809,-0.08102267371283713,0.912387424045139,0.009339509186921297,95.52082542136863,2.7653169875952117,22573744.170385927
10-3545880-000011-000031,8.932907104492188,2.7283642292022705,-0.4206387095813177,3.009371243502274,1.4653938930308321,-0.5996205456630225,0.7590161021767381,0.10134320175438595,76.10809880604289,2.0602637082529736,53940791.83198392
10-4290449-000045-000053,0.013885648921132088,0.31827855110168457,-0.3372495695829569,3.611068098958333,1.6923119957791155,-3.817119707302518,0.374,0.26557552083333336,44.926381944444444,7.211129602820144,7922360.412225251
10-708361-000007-000027,0.004822716116905212,0.43139001727104187,-0.34608710360409956,5.590296064814818,1.64182260348295,-5.275475978732641,0.03339891975308642,0.4634212962962962,40.933660493827155,3.080309520589475,38154613.252640374
11-1166727-000151-000222,0.05258730426430702,0.5329012274742126,-0.42745778548902597,2.406685452279201,1.6119574628331261,0.8701920668208012,0.8530493233618234,0.033472444800569795,76.78261240206554,2.6634161358222697,34969374.5077768
11-1571634-000000-000020,0.38213658332824707,3.243539333343506,-0.2957454007978828,2.119726524648741,2.0956721950296004,-3.1885745982088793,0.5769731861676357,0.08507184169089145,105.35679505813953,16.808443686094396,4198745.770157049
11-1745126-000105-000119,4.137941360473633,0.8095687627792358,-0.36780572359226565,1.6951648345656396,2.260974063054519,-2.766426520343956,0.6633732469628564,0.02585607101572553,57.10750016358046,2.3369834683550805,66100300.563488275
11-1901977-000010-000030,0.020268844440579414,0.7770420908927917,-0.33423228657989273,2.9145381944444444,2.165053414560887,-3.549238016651295,0.5504325810185186,0.07992006655092593,74.72745949074073,2.3841538769494908,113653356.06041509
11-1901977-000031-000047,0.13907885551452637,2.1996941566467285,-0.39938298173120396,2.4307789574430205,1.8745081113904543,-1.666648137297454,0.7152911324786327,0.02665286680911681,79.10408297720798,2.385388286175203,75760053.0489209
11-1987320-000028-000035,1.3785492569695634e-07,0.002531240228563547,-0.46889830122104703,3.3662285604056437,1.1206020713311777,4.937291059487066,0.0,0.9988969723691946,4.802106114050558,0.6937132995956906,2858256.478594845
11-2041535-000040-000054,0.007105330005288124,0.2675246000289917,-0.32954536384619093,2.62629761904762,1.9249543735836767,-1.9619240947420646,0.5305024801587302,0.07724950396825396,148.34479811507939,4.589709390578668,82362055.81435198
11-2147587-000146-000210,8.892713231034577e-05,0.47884756326675415,-0.4188842563272782,2.4470276181353765,1.5983656178196401,0.986803579814548,0.8910818433375904,0.009268837803320561,93.05076016389951,5.436754942980056,9957329.047290843
11-2147587-000248-000301,1.1958588361740112,1.431553602218628,-0.39345909902551,2.583779959972994,1.6168454803576864,0.5865741573380828,0.8516309799382716,0.02671368634259259,97.93278332368827,5.786114023935289,22229131.253430314
11-2288797-000135-000155,0.01304679922759533,0.6167269349098206,-0.3826375587595399,2.2513242730034713,1.89222653730325,-0.20127598142270764,0.6945149739583334,0.03102358217592593,61.152094545717596,4.43261596374755,26797043.969596002
11-2384563-000026-000039,0.0004241870192345232,0.4600696563720703,-0.3762526129932125,1.919055772569445,1.9675143903698467,-2.318235852898492,0.7837841796875,0.02608723958333333,63.97216362847221,5.892457518953427,11888982.639904948
11-2384563-000155-000205,0.013836648315191269,0.6880000829696655,-0.4084119736839948,2.0210062934027775,1.7183069777789155,-2.06578830227322,0.8766210937500002,0.05383825231481481,57.193791956018515,5.6956788736770205,5949660.402711409
11-2530557-000058-000119,0.09647487103939056,1.5274003744125366,-0.36409541387765565,3.6419606335895645,1.578711577431528,-1.4900018955276042,0.5630264383880738,0.20542394595853708,76.01766596785465,2.7357257129577013,95053902.77113195
11-2671149-000206-000218,0.0674382671713829,0.42162126302719116,-0.28254160885581864,1.3886775090464027,2.366603774293381,-2.7662056706311198,0.13992816091954025,0.1428368454661558,76.52839719029373,2.760201895190277,148025426.40907237
11-2835480-000022-000031,0.0002028309099841863,0.07262339442968369,-0.38718419254912717,6.2082840428743955,1.7354356535870985,-5.55049976270003,0.07668553743961351,0.26471014492753625,27.826209993961353,2.7601594288580764,31892621.47390647
11-2835480-000105-000125,0.013880942016839981,0.5741739273071289,-0.3420604257933361,5.755232638888888,1.8275100897428225,-5.173756778971355,0.11509722222222221,0.18613611111111109,46.175443402777795,4.336262844189031,28125081.447691087
11-2958806-000043-000112,0.063387930393219,1.4548633098602295,-0.2904252518907113,4.929656150793653,1.2023971807129414,-4.926373687220985,0.10501190476190468,0.531735863095238,53.93885044642858,4.1045481594136275,55673603.31014221
11-2958806-000123-000128,0.04333405941724777,0.40281781554222107,-0.2929936909517349,5.365695529513888,1.1742845058668587,-5.188589669686777,0.12925347222222225,0.4993576388888889,60.499343171296296,2.9439208068525917,79006816.48876144
11-3061678-000212-000235,0.009778648614883423,0.30724960565567017,-0.40970731969235413,2.3779374224950396,1.6487276835532285,-2.9106695512075276,0.8865063864087305,0.018790922619047627,125.0382015749008,4.259585534998795,16854961.402633768
11-3254533-000042-000105,0.00019835034618154168,0.07005617767572403,-0.2675973449884795,5.17937128166241,1.3504532404804337,-4.728882745608172,0.15265126117496808,0.48940067581949764,99.08452173797359,4.498274040844538,46009649.26388259
11-3288200-000021-000048,0.000192922874703072,0.2929946482181549,-0.3811660441495825,3.661669174382716,1.5820297835494397,-0.5266982193474589,0.5263183727709193,0.249554183813443,53.30053755144034,1.69381096949935,125126481.53802818
11-3389074-000000-000020,0.023983294144272804,0.24183405935764313,-0.36262180572668273,2.3423239248770256,1.677803161625265,-0.6707149498550987,0.8026993362991899,0.04844948097511575,105.50816006130641,2.570597933660062,123613937.25178032
11-3547035-000139-000200,0.008066115900874138,0.7866666316986084,-0.3206586701083839,5.03411013282628,1.378946941146615,-4.698439083856923,0.1789117614638448,0.4893411044973544,75.04237158289239,3.9332724073841008,135576384.89563543
11-4290449-000129-000140,0.00750625180080533,0.32295164465904236,-0.35317173849767614,3.3281382137345683,1.8514537897422347,-3.424246566157086,0.5737300668724279,0.08895640432098764,75.1228298611111,5.244647948667133,10487333.57027919
11-458052-000040-000050,0.004041156265884638,0.31268465518951416,-0.31364131312515325,6.255442627206647,0.7104597055635088,-4.183787373036735,0.002855659397715472,0.9001726375908617,48.77506490134995,2.279052096493859,70530559.85775882
12-1166727-000225-000237,0.0063513764180243015,0.9217596054077148,-0.33244041073601793,2.1931252314814818,2.0608756917011832,-0.5284544891131372,0.5654293981481479,0.03968055555555556,113.96344849537036,9.423762106121966,23379062.750006236
12-1571634-000000-000020,0.0043913861736655235,0.8333353996276855,-0.4035109818470603,2.529196625938711,1.4855260957513228,0.9903203088331587,0.8137805081153099,0.03799395893895348,144.02303589813468,3.962042926793669,6208868.532577813
12-1745126-000122-000137,0.04248201474547386,0.6121165156364441,-0.35655275277494713,2.1063054113624187,2.3949309176771294,-3.0520074037382066,0.4415780908828739,0.1607701973386067,65.27216969472252,5.648585675518206,16568637.228899397
12-1905576-000034-000043,0.03268188238143921,0.24543547630310059,-0.299055805196405,4.756269900087835,1.4709084975628353,-4.38285233234176,0.15639410408432147,0.4200565436978481,82.89237483530962,10.502167639297678,34742419.26064562
12-2041535-000000-000007,0.020650718361139297,0.3292005956172943,-0.37659991730042663,2.9605531442901234,1.6930067782501252,-2.243796538929881,0.7318942901234567,0.02777295524691358,142.1713705632716,4.6418006429233,55869129.291893676
12-2147587-000105-000128,0.3777513802051544,1.6186234951019287,-0.43755480092612975,2.6415329998897703,1.5327180768401014,0.8319462816134112,0.9249947641093474,0.01787918871252205,91.77090043540565,6.929610571928267,2790560.5862025567
12-2288797-000040-000100,0.004943811800330877,0.3321191668510437,-0.3855890804134083,2.213875524450231,1.6042618401516766,0.28730779509367693,0.9404231770833332,0.009259982638888888,110.14852539062498,8.525210385310578,3368064.8159028552
12-2384563-000126-000155,0.44660475850105286,2.8759517669677734,-0.3646861676389508,2.7709029141865096,2.0327701497339716,-2.375971711154514,0.49696502976190465,0.18072619047619048,59.52576091269839,5.516201703839012,13868240.446057038
12-2530557-000000-000006,0.0011922457488253713,0.18198010325431824,-0.34496138148849503,4.321783333333333,1.7137972491994244,-2.1194884027777787,0.40693415637860075,0.25055144032921806,76.35737037037036,2.9843511069176034,138461791.06508496
12-2530557-000101-000115,0.008961169049143791,0.37454527616500854,-0.3967003587752471,2.541512345679012,1.804404666449106,-0.7002364624669317,0.7781022927689593,0.04077777777777778,101.34809611992947,2.907440809122944,66689582.186908886
12-2676102-000043-000059,0.0012632779544219375,0.2110055685043335,-0.29672879555291937,5.2158888708044016,1.1474916538607618,-3.9620728568748196,0.2144006799768519,0.39904803240740744,83.06430266203702,2.3670690934895995,375929978.08680534
12-2839733-000153-000216,0.0005327507387846708,0.12800368666648865,-0.36569659611217037,0.7929395645383807,2.5416092146725906,-2.1839354103330586,0.22142246791294645,0.08069961790054563,55.82779705713666,4.923877393206763,8781991.267120501
12-2958806-000031-000056,0.31573987007141113,1.51725172996521,-0.2906843836341334,4.726058188657408,1.2658621690170522,-4.435360442617911,0.15613281249999997,0.5584730902777778,61.09945254629632,3.9805818977034786,61650853.445981756
12-3061678-000155-000222,1.5597163438796997,1.9565614461898804,-0.3450068893605509,4.5405280982906,1.8180447751936084,-4.572143650590945,0.3104965277777779,0.2095475427350427,56.926235042735044,3.235078572297751,107590658.82272513
12-3140286-000038-000053,0.014579673297703266,0.8910994529724121,-0.3015253423651907,1.9040360339506177,1.730417615597878,-3.077729008487656,0.7913387345679014,0.015705632716049387,173.6301793981481,10.695846685241625,2346259.9288295205
12-3140286-000221-000234,0.10002915561199188,1.0946146249771118,-0.2835557979783327,1.602551014957265,2.4915570272590557,-2.978319415509259,0.5640602742165242,0.02948673433048433,76.02610087250712,16.567050789475086,1664453.3182620273
12-3254533-000000-000030,0.1311168670654297,1.3022494316101074,-0.3065559860112492,2.0883948251028808,2.154991122331871,-1.9100968326903296,0.5550979423868314,0.059705555555555526,103.84458230452675,13.01438799362187,9335661.924313236
12-3254533-000035-000055,0.03099624440073967,0.6614546775817871,-0.3064858172932914,4.1191466666666665,1.8218494859628027,-3.5373339514853397,0.3007759259259259,0.34692638888888877,79.08904645061727,6.499168113272224,56049615.542946
12-3391629-000011-000025,0.07184354960918427,1.0528678894042969,-0.26091046109299587,5.800323640046297,0.9540781093795381,-5.538319423001407,0.07166377314814816,0.566324404761905,113.59836970899471,3.9660146489456856,43230355.13763058
12-3547550-000029-000046,0.007457389961928129,0.3660188317298889,-0.40713164229495913,2.436667701746462,1.7081007393604237,0.18723972595086127,0.8188567073170732,0.03606876693766938,75.64261724631136,3.083741092573557,32582298.00231345
12-3547550-000107-000118,0.0016268853796646,0.22992944717407227,-0.4052448273348117,2.5780075017146773,1.6629717068983507,0.8640299687249932,0.7825545839048926,0.06352594878829448,71.71097193644263,3.159368727165339,36515767.810859255
12-3547550-000117-000140,0.09010245651006699,0.6051969528198242,-0.3653388916275702,3.6636391644620807,1.6220702644174254,-1.2167577357270314,0.5404958939594355,0.16534846230158737,47.485607638888894,3.6108875673907628,74284163.4322408
12-4290449-000010-000020,1.155045986175537,2.04109263420105,-0.44177677473483407,2.4510445963541665,1.579172195059119,-1.9551355265299482,0.8733854166666668,0.015398582175925926,163.73691044560186,5.753811017853621,1782469.890487315
12-4290449-000053-000102,0.00035669284989126027,0.18241633474826813,-0.4456635306065302,2.4233458017676766,1.4795900187928537,-1.660900119604246,0.9362910353535352,0.003725536616161616,160.87670454545454,6.032027429195501,579074.9451840138
12-458052-000056-000108,1.9146796148561407e-06,0.0032746042124927044,-0.3021635153705812,4.55595523970232,0.6615254749837791,-4.088173993758654,0.0,0.9990372966424369,31.29368618033922,2.188336246417852,26855651.372775685
12-709122-000227-000236,0.006377941928803921,0.42770057916641235,-0.36706732808601494,4.61178142945037,1.7098843430344521,-4.388241859575815,0.4093878178835111,0.11627187585452554,68.57066242821986,3.5884516316105306,100388142.75616382
13-1166727-000000-000035,0.07292461395263672,1.0280706882476807,-0.32993669272631554,2.175325165719697,1.997621001978449,-0.8221695682410041,0.6477750157828285,0.026436829229797988,128.5646235795455,7.513838136868348,22718698.770452436
13-1166727-000040-000110,0.0021209903061389923,0.23519524931907654,-0.35788284406823806,3.8318875462962962,1.7215173721940449,-1.57972414561632,0.6282118055555557,0.09490879629629628,139.95460578703702,6.759187483120403,39963952.182255425
13-1166727-000129-000210,0.1692478060722351,0.8045097589492798,-0.4084411366060204,2.493711645428802,1.5692457274862988,0.6297688655124889,0.845887776429342,0.015796757011866242,105.27305757820926,3.444647086642958,24680804.691299673
13-1571634-000001-000006,0.0004323876346461475,0.04550414904952049,-0.3064644593041419,3.198356801114341,1.8647042620144016,-2.9666789938756666,0.47445645591085267,0.23092750726744185,196.7382979045543,8.562007584657815,11061209.896842388
13-1571634-000047-000112,0.00020894058980047703,0.17881928384304047,-0.4337506185750402,2.587178249152132,1.420573501897733,2.3996335710392436,0.9492163275193799,0.005581698158914729,122.71298328488375,3.6220976445823165,1391052.1082227032
13-1745126-000205-000223,0.005480172112584114,0.37097498774528503,-0.37463780789314993,1.0698633793440524,2.109684674308966,-2.4364316101434262,0.7443712711093133,0.013465719486297913,74.72677722722216,8.416846309172843,2050075.2160703086
13-1908802-000025-000033,0.01248652208596468,0.13398537039756775,-0.39109360712720675,2.4522282986111104,1.5764041127274175,-3.23491578233507,0.9084340277777778,0.006951388888888887,180.71654166666667,4.214622903794812,25452402.84711476
13-1908802-000034-000050,0.0008941608830355108,0.11168237030506134,-0.3808929951989354,2.164464654558404,1.7289669913096446,-2.8937357032362896,0.8540384615384616,0.011542022792022794,153.75756588319092,3.610908583690783,40339779.900824375
13-1908802-000052-000100,0.00019857726874761283,0.038353193551301956,-0.3826628514122483,2.5011506944444446,1.6460460182917487,-3.2470525857204864,0.8663715277777777,0.012895833333333334,183.6007430555555,3.9687910045801913,50487366.00183329
13-1987320-000000-000020,0.0015592044219374657,0.009130233898758888,-0.4396480828731231,3.79290088734568,1.0714407341600425,2.8090195426633238,0.018904963991769545,0.9248299897119343,15.32232818930041,1.145901105506565,55404634.59579732
13-2041535-000009-000039,0.003783878404647112,0.5040113925933838,-0.3855451167736607,3.2257050810185177,1.4560043469745154,-1.491146554832176,0.6093449074074074,0.15390162037037036,81.50981828703702,,116905514.38189295
13-2147587-000015-000027,0.008055145852267742,0.559745192527771,-0.45577920026475865,2.641517001915708,1.4246642583571305,3.2618894177043414,0.9511228182205194,0.01774930821626224,63.20997951255853,4.223015764591586,2834791.435165245
13-2288797-000010-000030,0.0019490886479616165,0.38272425532341003,-0.469493578175244,2.7440368019386585,1.3599718453227805,2.3836435146755632,0.9746614583333334,0.00763129340277778,86.57330765335648,3.453604935080181,1577533.0112534892
13-2384563-000015-000025,0.13787421584129333,1.3933870792388916,-0.35503565782090113,2.03391771556713,2.023848612276834,-2.566468103931568,0.6477719907407408,0.0586400462962963,65.05695963541666,4.398683338384866,30443765.86211641
13-2384563-000219-000229,0.048553597182035446,1.281450867652893,-0.3799333128018761,1.4964488932291664,2.0771803297127387,-2.0838290516040945,0.7193547453703705,0.025933159722222213,62.455580873842585,6.666481299165624,2523854.549431102
13-2530557-000043-000101,0.0017362295184284449,0.646735429763794,-0.376725932384656,3.1532591563786005,1.6999533458458318,-0.912457846150549,0.6102524005486968,0.11133333333333337,75.39438751714677,2.6411510481414093,105726001.38011436
13-2530557-000141-000158,0.006235205568373203,2.9713776111602783,-0.35951049666821466,2.489392047085845,1.7962819593111914,-0.7618082068260128,0.6742391616422625,0.057843095033017516,102.05337424633939,3.126940627953735,83567406.91738072
13-2530557-000213-000217,2.840452194213867,1.6922616958618164,-0.378832830387385,2.526972839506173,1.6786626069145094,1.1723361410108013,0.5029351851851852,0.05799691358024691,94.71863888888889,2.4689139192716785,67492586.4468039
13-2676102-000000-000030,0.0029790890403091908,0.33441272377967834,-0.310188720274571,3.869107224151237,1.7720192580005185,-3.004380743453415,0.383316550925926,0.22456828703703707,88.00949305555555,2.9537279694542904,185222145.9491958
13-2676102-000039-000052,0.01735655590891838,0.4525623023509979,-0.2882571578592511,3.246314347400285,1.6432239035020308,-2.730390935357684,0.5209428418803419,0.23559072293447295,98.91110487891739,2.105029009409379,357008604.3031364
13-2841806-000157-000218,0.0010879841865971684,0.530149519443512,-0.43098836131057655,2.787763102725366,1.4530797275487235,2.47111683222506,0.8772635686000464,0.03830639995341253,69.6085776263685,1.6258444726160375,39862343.57116306
13-2959031-000056-000125,0.14631743729114532,2.041497230529785,-0.34671511970413077,3.0229527576949087,1.5885512807513817,-0.5989376776739292,0.5669082952815829,0.17443250042279726,118.077836123795,2.324300641440374,254342320.67016906
13-2959031-000200-000232,0.4747454524040222,3.038883686065674,-0.34383490603762856,3.088650569058642,1.5257842660540974,-0.774935833875869,0.5659141589506173,0.20202922453703706,134.28927517361112,2.1558417234471925,422531827.5897549
13-3061678-000106-000200,0.00340915285050869,1.173648715019226,-0.329858685780906,3.040250247061965,2.033060976594304,-3.670892192800147,0.5341571848290596,0.08648317307692306,72.77863595085473,3.844954564091502,56084930.42489466
13-3140286-000022-000034,0.07742389291524887,0.16824986040592194,-0.39410202540544215,2.0025625241126543,1.9869172005271882,0.20886168182749712,0.7726576967592593,0.01773775077160494,42.77652199074074,,1595094.781736954
13-3140286-000045-000100,0.010065888054668903,0.1787770390510559,-0.3783245492339101,4.737627739197531,1.2372226260095158,-1.6255472773196378,0.3326473765432099,0.240096450617284,36.2883086419753,5.253883372090481,77342285.47717217
13-3290390-000123-000205,0.144354447722435,2.057114362716675,-0.32135072932174236,2.136156078532236,1.8903776922856457,-3.1549515547303666,0.6729288531256125,0.09281672545561434,108.8946219135803,3.2163072321316837,160989095.17862982
13-3351779-000056-000108,0.2209004908800125,4.974574089050293,-0.37705043019436163,2.3411534828650487,1.724882937253092,-0.33497791197717186,0.776102330779055,0.0577147190293742,80.77698435504473,2.521829591685634,82750269.77082019
13-3351779-000111-000129,0.21619893610477448,2.823690891265869,-0.38995495284013243,2.6520335385101013,1.701239758159826,-0.17184395035423752,0.724738531144781,0.06018781565656566,65.26945110830526,2.3498284493840647,63330230.50557255
13-3391803-000000-000008,0.012001683935523033,0.43293869495391846,-0.37531374945863166,3.002813022575252,1.7952260301384029,-3.4072107408084817,0.5625046451133406,0.2185363247863248,62.77321743775549,2.648480266289561,198619077.49907738
13-3391803-000130-000152,0.010029378347098827,1.1560837030410767,-0.3290513988745825,3.2754825221037285,1.9284242212254312,-3.939677607360183,0.47354082090546407,0.15345175743042846,92.17882327885401,5.730613354386676,35804220.11454096
