id,audio_harmonic,audio_engergy,audio_centroid,audio_contrast_low,audio_contrast_middle,audio_contrast_high,audio_zero_crossing_rate,audio_slience_rate
10-708361-000007-000027,0.010855787338838187,0.21077893674373627,1559.5656594517468,18.102290956692293,11.898108984441022,34.05556979835134,0.1660529242621528,0.0
11-1166727-000151-000222,0.012006640478862702,0.02906082198023796,1419.475049671267,13.74196627559484,12.709448369342079,37.04278811094205,0.14994175658632286,0.5419354838709678
11-1571634-000000-000020,0.010271802115022453,0.08157984167337418,1262.572252597819,17.797821192147776,11.139471888282479,35.92036906320699,0.144256591796875,0.0
11-1745126-000105-000119,0.013572056693565074,0.038557324558496475,1529.6081069664147,17.870985915751056,13.786282078053647,40.342053144325014,0.21286645266089108,0.05
11-1901977-000010-000030,0.012992539475590323,0.2341758906841278,1675.0078820905744,21.3397821600967,12.211461434029843,32.996778694720525,0.17817066333912038,0.0
11-1901977-000031-000047,0.012356360839667029,0.23059839010238647,1575.2416728395526,21.46885275774765,11.904547235068717,31.206306943343527,0.1437014541184971,0.0
11-1987320-000028-000035,0.01323058653448988,0.0933101624250412,1195.584786178,23.399652596201026,19.21451902664394,40.902458659687966,0.12902189555921054,0.08571428571428572
11-2041535-000040-000054,0.0128995965238982,0.1388181746006012,1271.4566118008725,21.25514270356662,14.08532359173928,39.64275101818471,0.1395130724009901,0.0
11-2147587-000146-000210,0.013020833333333334,0.02062452770769596,1175.4540909387038,17.077199227207867,16.01296244712487,41.69233071997051,0.1190444769546332,0.6583333333333333
11-2147587-000248-000301,0.012302382542863505,0.018356628715991974,1268.9652037840308,19.674126638663836,14.862217883457943,40.73550029415435,0.14472065447064056,0.7076923076923077
11-2288797-000135-000155,0.011820042010719976,0.16917893290519714,977.7359002617889,19.10554133527531,16.430940198466402,38.92836656907013,0.07316532841435185,0.0
11-2384563-000026-000039,0.011961422845691383,0.009980235248804092,1244.0765282447255,18.942770085361794,15.355046910570033,39.02383087729053,0.13157528914590746,0.9846153846153847
11-2384563-000155-000205,0.01195384837962963,0.00992752518504858,1165.891576453741,22.494109688304423,12.361261194345062,36.54792736960478,0.1016300043202765,0.94
11-2530557-000058-000119,0.013345410628019324,0.1645713597536087,1253.3546543124519,13.611718762937539,18.40065375659655,43.08981268206969,0.11709264624724061,0.0
11-2671149-000206-000218,0.01377590985779706,0.20584745705127716,1182.8857517619201,20.514849641669823,15.600577684591437,40.951487972026705,0.13341158353365384,0.0
11-2835480-000022-000031,0.01352761721258831,0.18007288873195648,940.6448626824819,19.966143616648456,15.71684668491582,40.8856961772385,0.0990810296474359,0.0
11-2835480-000105-000125,0.013961321164710995,0.13387668132781982,1287.6655121085957,16.99721376631779,13.141908324390878,32.7851333491631,0.12123729564525464,0.01
11-2958806-000043-000112,0.012508743005595523,0.1894291341304779,1458.0764000486647,21.55220074944387,18.175060359953548,36.9536976250725,0.12839924870207667,0.0
11-2958806-000123-000128,0.010992371905584341,0.24476103484630585,1563.011064864687,17.45018294298401,14.839176254919336,34.195027929098295,0.16838087729357798,0.0
11-3061678-000212-000235,0.012333868732678256,0.002438791561871767,1349.1125781611174,21.496619475692196,14.253540008030651,38.39501116424303,0.14805532413229378,0.9956521739130435
11-3254533-000042-000105,0.013810153691106072,0.016180701553821564,724.476910238763,16.027117098084968,16.27713634786459,48.873726962046064,0.07433762732645875,0.8217391304347826
11-3288200-000021-000048,0.0124597423510467,0.054817356169223785,1298.4583823242133,15.533973550450169,16.074865303463405,37.32273109963816,0.15188813250428818,0.3
11-3389074-000000-000020,0.012662067217151962,0.06561917811632156,1171.661752304513,20.514853587726968,14.369189491047562,36.70085490224977,0.09925898799189815,0.005
11-3547035-000139-000200,0.011663216011042098,0.1090678721666336,1370.2932092753044,18.505573849266643,12.982509533323134,36.924133048002204,0.16058632553807947,0.0
11-4290449-000129-000140,0.010548003677436302,0.053049467504024506,1635.0019667314898,14.66081039473809,11.986566422981552,39.926891308366,0.22373744419642858,0.11818181818181818
11-458052-000040-000050,0.013002748842592593,0.18086664378643036,1665.598718737462,21.090007645991957,17.472215428040897,39.08290691030957,0.19992754536290322,0.09
12-1166727-000225-000237,0.01158411665461557,0.060581061989068985,1090.597452682867,17.095084000600792,15.419950175851536,34.45023082582428,0.09650127704326923,0.45
12-1571634-000000-000020,0.010860314356077068,0.05510657653212547,1290.4814305476716,17.29836845206399,11.269724938477381,34.58858013429602,0.12828120478877314,0.245
12-1745126-000122-000137,0.013822579089506173,0.018929166719317436,1199.8377393075143,14.581912999319648,15.727073017966703,46.05521879567703,0.15174879807692307,0.7466666666666667
12-1905576-000034-000043,0.013658076429030186,0.09138841181993484,1284.070996017077,21.115291376881537,14.635564134530824,36.97067170617278,0.10130709134615384,0.0
12-2041535-000000-000007,0.01266263940520446,0.22481632232666016,1529.5788621655054,22.904883977441262,13.765097176929714,38.19366914958412,0.23561818976151316,0.0
12-2147587-000105-000128,0.011538643235071807,0.018694095313549042,1363.1541801314377,19.692666109901666,12.465754876084265,36.830340635855535,0.16726629307092555,0.717391304347826
12-2288797-000040-000100,0.011317543097204114,0.05209963396191597,1393.5988651184393,17.0435141433567,12.02367026473503,32.25606552370877,0.11831099898726852,0.0
12-2384563-000126-000155,0.01174373001598721,0.008960790000855923,1343.0582481957306,20.078393426488976,14.855069645946013,39.36167676257128,0.1619096944888179,0.9724137931034482
12-2530557-000000-000006,0.012987012987012988,0.15430468320846558,1404.4905115320853,13.615317562103748,19.322667402562114,42.914260977714115,0.143896484375,0.0
12-2530557-000101-000115,0.012240068280571073,0.0745697021484375,1152.2108391736722,20.467060258159762,15.153230513169742,42.355976471623464,0.12974905889026403,0.08571428571428572
12-2676102-000043-000059,0.012526013391241405,0.068950355052948,1500.6096871753498,20.104322730275577,16.135857067805603,37.547295936311485,0.20078802384393063,0.0
12-2839733-000153-000216,0.01146384479717813,0.004584663547575474,1037.6489817191787,22.177257197731624,13.993884198335172,38.2242082440466,0.09415182501257545,0.9782608695652174
12-2958806-000031-000056,0.015416811493453829,0.1791619062423706,989.8428433040608,18.989264814216668,16.326725345004153,44.78204437113231,0.11761519820601851,0.028
12-3061678-000155-000222,0.013345410628019324,0.035548288375139236,1107.9745152230007,21.35445926746362,14.124185260502811,38.615283785462914,0.09264026988636363,0.2074074074074074
12-3140286-000038-000053,0.011905623070987654,0.11692091822624207,1470.2364470235136,13.343456098818054,13.408541783709332,36.353069974556966,0.1438341346153846,0.13333333333333333
12-3140286-000221-000234,0.010221832553996883,0.04515387862920761,1087.2369826951028,14.061463977378024,11.297150275959014,35.78231731735215,0.0874475227980427,0.11538461538461539
12-3254533-000000-000030,0.013553743961352657,0.05807189643383026,1006.0137916496551,17.645124102659455,14.81860537197788,40.18194934083453,0.07955286418083463,0.19
12-3254533-000035-000055,0.013458822251195133,0.012909078039228916,832.8292644652524,17.65561995216903,19.156279455686487,43.946189172723955,0.07600572374131945,0.965
12-3391629-000011-000025,0.011587006000413822,0.03993396461009979,879.1895471088236,12.537381877481899,12.79314021922167,49.73449929844301,0.11502165841584158,0.1357142857142857
12-3547550-000029-000046,0.01248295841854124,0.03862086310982704,1362.3347613405867,19.614432321844504,17.44387674127992,39.529364907357156,0.1367905951975477,0.4294117647058823
12-3547550-000107-000118,0.014414236931967429,0.02059038355946541,1106.833027124797,16.19055618950618,14.83504092289682,44.57794290127427,0.11734342174369748,0.8090909090909091
12-3547550-000117-000140,0.012554327286470143,0.07298938184976578,1769.644235152007,16.392365726979808,15.449660868760446,40.42463816062534,0.17999107928822938,0.14782608695652175
12-4290449-000010-000020,0.011655454282407407,0.013039718382060528,2289.99460065903,17.725969768796887,10.863332164470465,32.763003452018474,0.37901875720046085,0.86
12-4290449-000053-000102,0.011199421965317919,0.04208282753825188,2045.1992203927157,15.2776639824111,10.90908645018118,35.29464793325526,0.2955704126602564,0.35555555555555557
12-458052-000056-000108,0.012585864063629791,0.2073124200105667,1500.8954333898316,20.171634847805375,16.75268924996727,36.51985664521625,0.15072678786057692,0.0
12-709122-000227-000236,0.012092565831727681,0.016978980973362923,1357.4868257736596,15.127658063551726,13.694739177444823,39.050705347384024,0.15096654647435898,0.7888888888888889
13-1166727-000000-000035,0.011043272019222802,0.1351832151412964,1090.7658616508934,18.797133191294293,14.018724950667544,36.0261574924072,0.09746158423013244,0.08857142857142856
13-1166727-000040-000110,0.011666666666666667,0.09126708656549454,1827.0017738427393,12.67354883219206,12.223574204287827,33.708360914057934,0.2686814745942813,0.5533333333333333
13-1166727-000129-000210,0.011804671476059127,0.1250726282596588,1395.395357093009,16.311108506464674,13.431772572598438,35.10096477285101,0.15362852623020362,0.22195121951219512
13-1571634-000001-000006,0.012089810017271158,0.04244302958250046,1175.2336801802435,19.56730543788922,11.67626660084,42.523526367701024,0.12244212299311927,0.24
13-1571634-000047-000112,0.011434074846483606,0.027035627514123917,1344.6672101023578,15.002214606868094,12.594949273525394,38.01992419290993,0.1456976996527778,0.488
13-1745126-000205-000223,0.011919118829393793,0.01212543435394764,1456.3880766749987,15.483273035426606,11.894536895811408,34.69697168367543,0.17155617368251927,0.85
13-1908802-000025-000033,0.01314484126984127,0.09158746153116226,1703.24452484237,21.262163481277003,16.725592039987365,38.004230603251024,0.20589192708333334,0.0125
13-1908802-000034-000050,0.013425171914585596,0.07346276938915253,1816.8355173420598,22.347147680645982,16.228841467226324,35.88018622046964,0.20505272308526012,0.09375
13-1908802-000052-000100,0.012660082972582972,0.09371215105056763,1499.9440907261335,20.181874685081453,16.834852823647253,40.075767217711736,0.17945458423132185,0.025
13-1987320-000000-000020,0.012521729682746632,0.142763152718544,1787.8638031143796,18.94817611100909,17.378682926801357,35.88350106145866,0.28828373661747686,0.005
13-2041535-000009-000039,0.01223731884057971,0.11273568123579025,1470.559026221096,20.18215078697656,19.264068389587205,40.90607371646357,0.19665433008114375,0.02666666666666667
13-2147587-000015-000027,0.012066160520607376,0.0061243148520588875,932.1540668359258,21.16275221151081,10.40924319604424,37.32045647341157,0.07731370192307692,0.9833333333333333
13-2288797-000010-000030,0.011928690424453136,0.17522655427455902,1266.4390894114201,14.926867747762165,14.959538085371682,39.194012441213964,0.1394065574363426,0.0
13-2384563-000015-000025,0.01053421585648148,0.010374105535447598,1350.4323380041942,19.544130520850427,11.717478600962341,36.895540392636114,0.1602102534562212,0.97
13-2384563-000219-000229,0.011112919560185185,0.020439302548766136,1305.2512255658103,19.572642080623964,11.787876949868476,35.63284350040242,0.1385638680875576,0.49
13-2530557-000043-000101,0.012120115774240232,0.25711944699287415,1950.3559889007188,17.76112370016632,15.03552550775926,37.89079008110712,0.2581740038560411,0.005555555555555556
13-2530557-000141-000158,0.013377641445126107,0.18536464869976044,1404.3199794462234,18.347206245829025,14.460829523146058,35.854754469398806,0.14061967813351497,0.0
13-2530557-000213-000217,0.012522401433691757,0.11464088410139084,1120.5294977458964,14.6528393765043,12.603652666179357,33.375457653914594,0.10256680575284091,0.175
13-2676102-000000-000030,0.0115006038647343,0.11075673252344131,1333.4008758973382,16.42647798370962,12.51678570593289,36.62282940038611,0.1533512545884853,0.07
13-2676102-000039-000052,0.011905755956357159,0.0708598718047142,1407.1520802461764,16.621419592773623,12.761820946770813,35.3205645561384,0.14694659141459074,0.11538461538461539
13-2841806-000157-000218,0.013302277432712215,0.08957116305828094,732.9879740394211,24.347834819099123,21.382284472186303,47.85328115585711,0.06664877379966887,0.0
13-2959031-000056-000125,0.01157199240607514,0.19617323577404022,1168.0528308968514,16.951327736931358,16.661828679994684,39.49090079816077,0.10934691992811502,0.0
13-2959031-000200-000232,0.011988512778684067,0.18918266892433167,1359.8076727051302,17.370406484574616,16.58205609406695,37.98540748344114,0.1289147418478261,0.0
13-3061678-000106-000200,0.013366964717254712,0.01441620010882616,1588.2916629771787,18.813448501400742,14.003786788519593,36.93938195749392,0.18617736187177836,0.7944444444444444
13-3140286-000022-000034,0.012028500843576765,0.017308859154582024,1474.4339890848603,16.694145917589903,13.461394811475389,35.78832476256298,0.16959698016826924,0.6916666666666667
13-3140286-000045-000100,0.010910976080246914,0.0471612885594368,1194.6886886079803,13.162541662600724,11.641061031444359,37.57686624386406,0.12510366586538463,0.013333333333333334
13-3290390-000123-000205,0.013599716870381879,0.07989031821489334,1564.6456237761442,23.22948410929606,19.33333511106568,39.42795223404963,0.17720513417494482,0.0880952380952381
13-3351779-000056-000108,0.011975777295733911,0.16708816587924957,1489.3153314355795,20.96797883836764,14.991238967655732,34.0330692602847,0.12313701923076924,0.041666666666666664
13-3351779-000111-000129,0.01373814118025406,0.1254446655511856,1157.5621938478635,25.24997648794872,14.861466496742267,35.921264823506256,0.07281039122750643,0.011111111111111112
13-3391803-000000-000008,0.0119498556998557,0.08619159460067749,996.3103176088697,14.160537179526942,19.362269412740947,36.44518201025807,0.06508732938218391,0.125
13-3391803-000130-000152,0.011729035018430752,0.09349507838487625,1042.8177086687263,16.12421817907401,16.228440840096116,40.32516441673264,0.09568976151315789,0.0
13-3547550-000032-000055,0.012286627614008566,0.11606521159410477,1248.3534923680538,20.05899129140833,13.148963567670831,38.63529923339314,0.12791396818410464,0.05652173913043478
13-3547550-000057-000123,0.01247840744455589,0.19180338084697723,1220.274333798861,21.680537942351037,14.073425434782028,40.339928001362566,0.12389026988636363,0.023076923076923078
13-3547550-000219-000252,0.013177975406236275,0.06443986296653748,1370.292866852444,18.46875503760321,15.93234517870479,41.635278595662776,0.1598483310656601,0.12424242424242424
13-4290449-000025-000055,0.01123792270531401,0.019074149429798126,1837.4959209059853,14.827730446607593,12.393692575495287,32.994872728798605,0.24385308998261204,0.67
13-4290449-000208-000217,0.010386560693641618,0.07121199369430542,1736.2971030667256,12.035802174394163,12.929209215643818,39.27547558140847,0.22913912259615385,0.0
13-458052-000029-000040,0.013133701076963489,0.21562373638153076,1549.2193680544137,19.991951357624867,16.16626587457662,36.71839864850012,0.1731244255514706,0.0
13-709122-000032-000043,0.013724717625426845,0.07612697035074234,1386.2971335322673,14.515213687946925,12.605551482974702,39.473623140064845,0.17687475380777312,0.33636363636363636
13-709122-000136-000149,0.010660209307503896,0.03075965866446495,1043.47545865288,21.474714851378355,15.415430068255938,33.964238731159874,0.06978077735765124,0.33076923076923076
14-1166727-000000-000020,0.011285853976531942,0.11665498465299606,1511.248363249946,18.02926593801908,12.243130032285974,33.25187122719389,0.15813756872106483,0.0
14-1166727-000130-000138,0.01002209595959596,0.03726337105035782,1314.4216519617305,16.133537805671196,11.234714835653191,35.824533245991695,0.15090977460488506,0.3875
14-1571634-000042-000048,0.01016113516113516,0.14813360571861267,1134.9035906064244,16.003828768578487,10.968374473258987,38.02602966463273,0.12421123798076923,0.18333333333333332
14-1745126-000139-000145,0.012385762385762385,0.03888456150889397,1836.3897659271151,12.697889588584816,10.600093190654961,35.760123127051635,0.26281174879807695,0.4
14-1745126-000229-000249,0.011344705200637404,0.008825027383863926,1384.9154223580047,16.032336775456084,12.038031407061975,35.81753855840203,0.16274007161458334,0.87
14-1987320-000040-000050,0.01195384837962963,0.14928239583969116,1730.9442747892024,17.142480531644903,16.43191499335681,36.0574800942072,0.23207310267857142,0.0
14-2041535-000036-000050,0.012531036623215395,0.20102891325950623,1530.3826203838478,20.786076074551993,13.872911928235142,34.03219322833809,0.1398659885519802,0.0
14-2147587-000102-000117,0.012641059027777778,0.016609588637948036,1048.0089627780721,22.628900273922337,15.075151045242402,41.44565205793126,0.09516376201923077,0.7466666666666667
14-2288797-000001-000037,0.011229367954911433,0.12353228032588959,1253.2327425756398,14.725321752730833,12.353689495973834,36.09430828768807,0.12137968046171171,0.0
14-2530693-000038-000059,0.013121118012422361,0.1425517052412033,931.8654645183832,22.796317643286965,17.872682401894373,40.31419285069285,0.05843637900110375,0.0
14-2676102-000030-000051,0.011991028295376122,0.07770254462957382,1270.1317741499277,15.44400346569874,12.740155647390953,36.71241415937518,0.13882816811534215,0.05238095238095238
14-2849660-000029-000053,0.01351147342995169,0.022901667281985283,1451.4976940139356,19.148670483989044,14.674528643990415,38.86856355814136,0.1628936414092664,0.6208333333333333
14-3061678-000026-000109,0.011248904395900755,0.038309868425130844,1712.5928197339713,18.76435429236389,13.794888681892134,33.64399555646009,0.18184004158809267,0.20232558139534884
14-3391803-000152-000207,0.01097728587962963,0.07804031670093536,702.8601840528416,11.689786874477077,15.400426758149798,44.642527182310786,0.07621394230769231,0.0
14-3401489-000115-000142,0.012436258722490606,0.02011757157742977,885.9243139978681,16.658076417809333,14.006029491839996,41.60844009077136,0.09706913995497427,0.7851851851851852
14-4290449-000110-000150,0.010582010582010581,0.011176172643899918,3556.834100461697,15.16120578715526,10.632207022912315,25.673768463717572,0.7058606197494206,0.9825
14-458412-000026-000032,0.01406926406926407,0.15189909934997559,757.3200478456371,13.630569819444764,20.08195864023066,48.99808310661291,0.10153245192307692,0.016666666666666666
14-709122-000120-000154,0.012164769335720986,0.10536543279886246,1156.7409474745346,16.921244127960186,14.473412852738846,36.67534714118045,0.093243732946794,0.008823529411764706
15-1166727-000028-000043,0.01041063850308642,0.06554773449897766,1465.6086807595946,13.966428222859449,11.51804240323723,36.74079256662599,0.17966195913461538,0.6
15-1571634-000138-000156,0.011547274481427882,0.010367939248681068,2165.990444140852,14.571959963292175,15.058840300474028,33.232195920642695,0.28325960997750643,0.9666666666666667
15-1745126-000035-000050,0.012858072916666666,0.02776077203452587,1528.9994545345878,14.720878209757544,13.53529137432156,37.02890602873294,0.18855168269230768,0.47333333333333333
15-1908802-000014-000030,0.013159382917119074,0.09659470617771149,1741.7757863325492,20.860846147802807,15.182420612693319,38.08518338278701,0.21174330518424855,0.0375
15-1908802-000107-000120,0.011147294589178357,0.09817048907279968,1835.544132640685,21.238909376919455,15.971533516090133,33.72914230459153,0.2592147881450178,0.007692307692307693
15-1987320-000009-000019,0.01294849537037037,0.12254061549901962,1439.7453595960023,23.26345809770347,18.458722886492563,37.63686880087059,0.14397996471774194,0.0
15-2041535-000026-000041,0.013286072530864198,0.17451441287994385,1249.550215160161,15.912499889128364,13.999762512272913,38.5350912233794,0.13314453125,0.0
15-2041535-000125-000130,0.010902417962003454,0.22831328213214874,1214.6255008788526,16.234146077416714,12.696973272148849,37.71965678824443,0.12747276376146788,0.0
15-2041535-000215-000224,0.011028821451509312,0.32434797286987305,943.5483889153851,17.710809999378437,11.764593985135775,37.19609547335414,0.07436398237179487,0.0
15-2147587-000047-000105,0.010421691590287828,0.06394262611865997,1190.908730813716,20.75996805857254,11.985652618430128,38.00086231958721,0.13055561134318766,0.21666666666666667
15-2147587-000117-000132,0.011338975694444444,0.05259522795677185,1311.9786360705343,22.347677824255648,14.97842778993879,35.36445794974185,0.12941556490384615,0.11333333333333333
15-2384563-000030-000036,0.011002886002886002,0.00574517110362649,1299.5906911441082,19.834835880766263,12.427937613703534,34.629062912805225,0.11751427283653847,0.9666666666666667
15-2530693-000126-000140,0.011599937926753569,0.23300816118717194,1296.6937186217488,21.982957344231377,15.269863599144937,36.56838942294813,0.11852664758663366,0.0
15-2676102-000014-000030,0.011236653999276149,0.04950881749391556,1268.2708880733992,20.787976567165988,14.22527108561422,36.355683484371355,0.1366383106033237,0.35625
15-2676102-000032-000043,0.011984502232729182,0.13425026834011078,1356.9046031912626,19.840821671639045,14.61199371313374,35.59040938397001,0.13563140099789917,0.0
15-2849660-000115-000130,0.012689284336419753,0.05061383172869682,1742.7465648435877,15.465166222858041,13.299719504900557,38.77795893460026,0.22052584134615386,0.25333333333333335
15-3061678-000000-000015,0.010904947916666666,0.029260486364364624,1788.6876918517257,20.86662515593045,12.326917592701147,32.41665300297146,0.22110576923076924,0.31333333333333335
15-3140286-000056-000114,0.010703087313072842,0.017768938094377518,1329.0177957965504,12.815355810438646,10.170958991361916,33.52312584120185,0.13057695011246787,0.8277777777777777
15-3292225-000108-000117,0.011319845857418112,0.010592042468488216,705.335700690084,19.62122219310169,11.570075215194258,45.37454367894237,0.06428034855769231,0.8333333333333334
15-3391803-000040-000103,0.011436287477954145,0.13765548169612885,1376.0525250316382,14.309681903684794,14.835649695987321,38.09160708847091,0.16101000534456741,0.0
15-3401489-000005-000020,0.012110580632716049,0.009036296047270298,1489.1010790006267,20.05192733199346,13.200122736193455,40.07155230426306,0.21823016826923078,0.9933333333333333
15-3401489-000103-000115,0.01347463244155218,0.032477352768182755,1238.955472355424,16.275774831478657,13.886972046606878,37.29208143321427,0.11782602163461539,0.43333333333333335
15-3552980-000035-000055,0.014228415181805011,0.08750060945749283,1559.396142482037,15.559919543119486,16.874993620949834,40.82427960356094,0.18974812825520834,0.03
15-4290449-000045-000113,0.01171753650201926,0.06125400960445404,1648.4279076685698,13.936568039319468,15.53682241584785,37.83001453598837,0.19789861211713577,0.03571428571428571
